doi,publisher,journal,open_access,uob_is_corresponding,year
10.1016/j.oceaneng.2023.116171,Elsevier,Ocean Engineering,hybrid,TRUE,2023
10.1016/j.oceaneng.2024.117290,Elsevier,Ocean Engineering,closed,TRUE,2024
10.1016/j.oceaneng.2024.118211,Elsevier,Ocean Engineering,closed,FALSE,2024
10.1016/j.oceaneng.2024.118772,Elsevier,Ocean Engineering,closed,TRUE,2024
10.1016/j.oceaneng.2024.119038,Elsevier,Ocean Engineering,hybrid,TRUE,2024
10.1016/j.oceaneng.2024.119494,Elsevier,Ocean Engineering,hybrid,TRUE,2024
10.1016/j.oceaneng.2024.119815,Elsevier,Ocean Engineering,hybrid,TRUE,2024
10.1016/j.oceaneng.2024.120057,Elsevier,Ocean Engineering,hybrid,TRUE,2025
10.1016/j.oceaneng.2024.120202,Elsevier,Ocean Engineering,closed,TRUE,2025
10.1016/j.oceaneng.2025.120458,Elsevier,Ocean Engineering,hybrid,TRUE,2025
10.1016/j.oceaneng.2025.120642,Elsevier,Ocean Engineering,closed,FALSE,2025
10.1016/j.ogla.2021.10.003,Elsevier,Ophthalmology Glaucoma,closed,FALSE,2021
10.1016/j.ogla.2022.07.001,Elsevier,Ophthalmology Glaucoma,hybrid,TRUE,2022
10.1016/j.omega.2022.102668,Elsevier,Omega,green,FALSE,2022
10.1016/j.onano.2022.100100,Elsevier,OpenNano,gold,FALSE,2022
10.1016/j.onano.2023.100190,Elsevier,OpenNano,gold,FALSE,2023
10.1016/j.oneear.2022.04.009,Elsevier,One Earth,hybrid,FALSE,2022
10.1016/j.optom.2020.03.008,Elsevier,Journal of Optometry,gold,TRUE,2021
10.1016/j.optom.2021.02.001,Elsevier,Journal of Optometry,gold,FALSE,2021
10.1016/j.orp.2023.100279,Elsevier,Operations Research Perspectives,gold,TRUE,2023
10.1016/j.paed.2021.12.003,Elsevier,Paediatrics and Child Health,green,FALSE,2022
10.1016/j.paid.2020.110610,Elsevier,Personality and Individual Differences,closed,FALSE,2021
10.1016/j.palaeo.2021.110225,Elsevier,Palaeogeography Palaeoclimatology Palaeoecology,green,FALSE,2021
10.1016/j.palaeo.2021.110245,Elsevier,Palaeogeography Palaeoclimatology Palaeoecology,closed,FALSE,2021
10.1016/j.palaeo.2021.110277,Elsevier,Palaeogeography Palaeoclimatology Palaeoecology,green,FALSE,2021
10.1016/j.patcog.2023.109476,Elsevier,Pattern Recognition,hybrid,FALSE,2023
10.1016/j.patter.2022.100550,Elsevier,Patterns,gold,FALSE,2022
10.1016/j.pec.2021.12.017,Elsevier,Patient Education and Counseling,green,FALSE,2021
10.1016/j.peh.2025.100340,Elsevier,Performance Enhancement & Health,hybrid,FALSE,2025
10.1016/j.petlm.2021.06.005,Elsevier,Petroleum,gold,FALSE,2022
10.1016/j.petrol.2020.108030,Elsevier,Journal of Petroleum Science and Engineering,green,TRUE,2021
10.1016/j.phrs.2021.105467,Elsevier,Pharmacological Research,closed,FALSE,2021
10.1016/j.physa.2022.126911,Elsevier,Physica A Statistical Mechanics and its Applications,hybrid,FALSE,2022
10.1016/j.physb.2023.414656,Elsevier,Physica B Condensed Matter,closed,FALSE,2023
10.1016/j.physb.2023.414873,Elsevier,Physica B Condensed Matter,closed,FALSE,2023
10.1016/j.physb.2023.415070,Elsevier,Physica B Condensed Matter,closed,FALSE,2023
10.1016/j.physb.2023.415125,Elsevier,Physica B Condensed Matter,closed,FALSE,2023
10.1016/j.physb.2024.416076,Elsevier,Physica B Condensed Matter,closed,FALSE,2024
10.1016/j.physbeh.2021.113496,Elsevier,Physiology & Behavior,closed,TRUE,2021
10.1016/j.physio.2021.12.089,Elsevier,Physiotherapy,closed,FALSE,2022
10.1016/j.physio.2024.04.067,Elsevier,Physiotherapy,closed,FALSE,2024
10.1016/j.physio.2024.04.118,Elsevier,Physiotherapy,closed,FALSE,2024
10.1016/j.physio.2024.04.251,Elsevier,Physiotherapy,closed,FALSE,2024
10.1016/j.physio.2024.04.309,Elsevier,Physiotherapy,closed,FALSE,2024
10.1016/j.physio.2025.101616,Elsevier,Physiotherapy,closed,FALSE,2025
10.1016/j.physio.2025.101733,Elsevier,Physiotherapy,closed,FALSE,2025
10.1016/j.plefa.2023.102570,Elsevier,Prostaglandins Leukotrienes and Essential Fatty Acids,hybrid,FALSE,2023
10.1016/j.plefa.2024.102623,Elsevier,Prostaglandins Leukotrienes and Essential Fatty Acids,green,FALSE,2024
10.1016/j.pmatsci.2024.101310,Elsevier,Progress in Materials Science,closed,FALSE,2024
10.1016/j.pnucene.2023.104918,Elsevier,Progress in Nuclear Energy,closed,FALSE,2023
10.1016/j.poetic.2025.101984,Elsevier,Poetics,hybrid,FALSE,2025
10.1016/j.poly.2021.115520,Elsevier,Polyhedron,green,TRUE,2022
10.1016/j.polymer.2021.123390,Elsevier,Polymer,closed,FALSE,2021
10.1016/j.polymer.2021.124421,Elsevier,Polymer,closed,FALSE,2022
10.1016/j.polymer.2022.124797,Elsevier,Polymer,closed,FALSE,2022
10.1016/j.polymer.2023.125830,Elsevier,Polymer,hybrid,FALSE,2023
10.1016/j.polymer.2023.125839,Elsevier,Polymer,hybrid,TRUE,2023
10.1016/j.polymer.2024.126782,Elsevier,Polymer,closed,FALSE,2024
10.1016/j.polymer.2024.127741,Elsevier,Polymer,closed,FALSE,2024
10.1016/j.powtec.2023.118557,Elsevier,Powder Technology,hybrid,TRUE,2023
10.1016/j.powtec.2023.119252,Elsevier,Powder Technology,hybrid,TRUE,2024
10.1016/j.powtec.2024.120236,Elsevier,Powder Technology,hybrid,TRUE,2024
10.1016/j.procir.2021.01.054,Elsevier,Procedia CIRP,gold,FALSE,2021
10.1016/j.procir.2024.03.045,Elsevier,Procedia CIRP,gold,FALSE,2024
10.1016/j.procir.2024.05.098,Elsevier,Procedia CIRP,gold,FALSE,2024
10.1016/j.procir.2024.08.157,Elsevier,Procedia CIRP,gold,FALSE,2024
10.1016/j.psep.2023.10.063,Elsevier,Process Safety and Environmental Protection,closed,FALSE,2024
10.1016/j.psep.2024.08.045,Elsevier,Process Safety and Environmental Protection,closed,FALSE,2024
10.1016/j.psep.2025.106898,Elsevier,Process Safety and Environmental Protection,hybrid,FALSE,2025
10.1016/j.pt.2021.05.006,Elsevier,Trends in Parasitology,green,FALSE,2021
10.1016/j.puhe.2021.05.026,Elsevier,Public Health,green,TRUE,2021
10.1016/j.quaint.2020.05.004,Elsevier,Quaternary International,hybrid,TRUE,2021
10.1016/j.radi.2020.04.015,Elsevier,Radiography,closed,FALSE,2021
10.1016/j.radi.2020.08.008,Elsevier,Radiography,closed,FALSE,2021
10.1016/j.radi.2020.09.008,Elsevier,Radiography,closed,FALSE,2021
10.1016/j.radi.2020.09.014,Elsevier,Radiography,closed,TRUE,2021
10.1016/j.radi.2020.10.005,Elsevier,Radiography,green,FALSE,2021
10.1016/j.radi.2020.10.008,Elsevier,Radiography,bronze,FALSE,2021
10.1016/j.radi.2020.12.013,Elsevier,Radiography,closed,FALSE,2021
10.1016/j.radi.2021.07.002,Elsevier,Radiography,hybrid,FALSE,2021
10.1016/j.radi.2021.07.015,Elsevier,Radiography,green,FALSE,2021
10.1016/j.radi.2021.08.003,Elsevier,Radiography,closed,TRUE,2021
10.1016/j.radi.2021.09.013,Elsevier,Radiography,closed,TRUE,2021
10.1016/j.radi.2021.12.006,Elsevier,Radiography,closed,FALSE,2022
10.1016/j.radi.2022.01.004,Elsevier,Radiography,green,FALSE,2022
10.1016/j.radi.2022.01.008,Elsevier,Radiography,closed,TRUE,2022
10.1016/j.radi.2022.01.009,Elsevier,Radiography,closed,FALSE,2022
10.1016/j.radi.2022.04.003,Elsevier,Radiography,closed,FALSE,2022
10.1016/j.radi.2022.04.014,Elsevier,Radiography,hybrid,FALSE,2022
10.1016/j.radi.2022.10.014,Elsevier,Radiography,closed,TRUE,2022
10.1016/j.radi.2022.11.010,Elsevier,Radiography,closed,FALSE,2022
10.1016/j.radi.2022.12.002,Elsevier,Radiography,closed,FALSE,2023
10.1016/j.radi.2023.04.013,Elsevier,Radiography,closed,FALSE,2023
10.1016/j.radi.2023.05.002,Elsevier,Radiography,hybrid,TRUE,2023
10.1016/j.radi.2023.06.014,Elsevier,Radiography,hybrid,TRUE,2023
10.1016/j.radi.2023.07.002,Elsevier,Radiography,hybrid,FALSE,2023
10.1016/j.radi.2023.09.001,Elsevier,Radiography,green,FALSE,2023
10.1016/j.radi.2023.09.008,Elsevier,Radiography,hybrid,FALSE,2023
10.1016/j.radi.2023.10.011,Elsevier,Radiography,hybrid,FALSE,2023
10.1016/j.radi.2023.12.007,Elsevier,Radiography,hybrid,TRUE,2023
10.1016/j.radi.2024.03.004,Elsevier,Radiography,hybrid,TRUE,2024
10.1016/j.radi.2024.04.016,Elsevier,Radiography,hybrid,TRUE,2024
10.1016/j.radi.2024.04.028,Elsevier,Radiography,hybrid,TRUE,2024
10.1016/j.radi.2024.06.005,Elsevier,Radiography,closed,FALSE,2024
10.1016/j.radi.2024.06.013,Elsevier,Radiography,hybrid,TRUE,2024
10.1016/j.radi.2024.07.010,Elsevier,Radiography,closed,FALSE,2024
10.1016/j.radi.2024.08.006,Elsevier,Radiography,hybrid,TRUE,2024
10.1016/j.radi.2024.08.008,Elsevier,Radiography,hybrid,TRUE,2024
10.1016/j.radi.2024.08.014,Elsevier,Radiography,hybrid,TRUE,2024
10.1016/j.radi.2024.08.015,Elsevier,Radiography,hybrid,TRUE,2024
10.1016/j.radi.2024.09.057,Elsevier,Radiography,hybrid,TRUE,2024
10.1016/j.radi.2024.10.017,Elsevier,Radiography,hybrid,TRUE,2024
10.1016/j.radi.2024.11.021,Elsevier,Radiography,hybrid,FALSE,2024
10.1016/j.radi.2024.12.005,Elsevier,Radiography,hybrid,FALSE,2024
10.1016/j.radi.2025.01.004,Elsevier,Radiography,hybrid,TRUE,2025
10.1016/j.rasd.2024.102484,Elsevier,Research in Autism Spectrum Disorders,hybrid,TRUE,2024
10.1016/j.rcradv.2023.200182,Elsevier,Resources Conservation & Recycling Advances,gold,FALSE,2023
10.1016/j.rcsop.2022.100132,Elsevier,Exploratory Research in Clinical and Social Pharmacy,gold,FALSE,2022
10.1016/j.rechem.2024.101785,Elsevier,Results in Chemistry,gold,FALSE,2024
10.1016/j.renene.2022.04.059,Elsevier,Renewable Energy,closed,FALSE,2022
10.1016/j.renene.2022.05.061,Elsevier,Renewable Energy,closed,FALSE,2022
10.1016/j.renene.2022.05.126,Elsevier,Renewable Energy,closed,FALSE,2022
10.1016/j.renene.2022.07.159,Elsevier,Renewable Energy,hybrid,TRUE,2022
10.1016/j.renene.2023.119681,Elsevier,Renewable Energy,closed,FALSE,2024
10.1016/j.renene.2025.122443,Elsevier,Renewable Energy,hybrid,TRUE,2025
10.1016/j.resconrec.2021.105821,Elsevier,Resources Conservation and Recycling,green,FALSE,2021
10.1016/j.resourpol.2022.102756,Elsevier,Resources Policy,green,TRUE,2022
10.1016/j.resourpol.2022.103041,Elsevier,Resources Policy,closed,TRUE,2022
10.1016/j.resourpol.2023.103603,Elsevier,Resources Policy,closed,TRUE,2023
10.1016/j.resourpol.2023.104321,Elsevier,Resources Policy,closed,TRUE,2023
10.1016/j.resourpol.2024.105026,Elsevier,Resources Policy,closed,TRUE,2024
10.1016/j.resourpol.2024.105095,Elsevier,Resources Policy,closed,TRUE,2024
10.1016/j.resourpol.2024.105286,Elsevier,Resources Policy,closed,FALSE,2024
10.1016/j.respol.2020.104093,Elsevier,Research Policy,green,FALSE,2021
10.1016/j.respol.2020.104146,Elsevier,Research Policy,green,FALSE,2021
10.1016/j.ress.2021.107808,Elsevier,Reliability Engineering & System Safety,closed,TRUE,2021
10.1016/j.revpalbo.2020.104328,Elsevier,Review of Palaeobotany and Palynology,closed,FALSE,2021
10.1016/j.ribaf.2021.101507,Elsevier,Research in International Business and Finance,closed,FALSE,2021
10.1016/j.ribaf.2022.101826,Elsevier,Research in International Business and Finance,green,FALSE,2023
10.1016/j.ribaf.2023.101933,Elsevier,Research in International Business and Finance,closed,TRUE,2023
10.1016/j.ribaf.2024.102527,Elsevier,Research in International Business and Finance,hybrid,FALSE,2024
10.1016/j.ribaf.2024.102533,Elsevier,Research in International Business and Finance,closed,TRUE,2024
10.1016/j.ribaf.2024.102628,Elsevier,Research in International Business and Finance,closed,TRUE,2025
10.1016/j.ribaf.2024.102659,Elsevier,Research in International Business and Finance,closed,FALSE,2025
10.1016/j.ribaf.2024.102705,Elsevier,Research in International Business and Finance,closed,FALSE,2025
10.1016/j.ribaf.2025.102876,Elsevier,Research in International Business and Finance,closed,FALSE,2025
10.1016/j.rineng.2024.102540,Elsevier,Results in Engineering,gold,FALSE,2024
10.1016/j.rineng.2024.103120,Elsevier,Results in Engineering,gold,FALSE,2024
10.1016/j.rinp.2021.103962,Elsevier,Results in Physics,gold,TRUE,2021
10.1016/j.rinp.2021.104956,Elsevier,Results in Physics,gold,TRUE,2021
10.1016/j.rinp.2022.105826,Elsevier,Results in Physics,gold,TRUE,2022
10.1016/j.rinp.2023.106299,Elsevier,Results in Physics,gold,FALSE,2023
10.1016/j.robot.2023.104426,Elsevier,Robotics and Autonomous Systems,hybrid,TRUE,2023
10.1016/j.rser.2023.114182,Elsevier,Renewable and Sustainable Energy Reviews,hybrid,TRUE,2024
10.1016/j.rtbm.2024.101100,Elsevier,Research in Transportation Business & Management,hybrid,FALSE,2024
10.1016/j.saa.2020.119372,Elsevier,Spectrochimica Acta Part A Molecular and Biomolecular Spectroscopy,closed,FALSE,2021
10.1016/j.saa.2021.120153,Elsevier,Spectrochimica Acta Part A Molecular and Biomolecular Spectroscopy,closed,FALSE,2021
10.1016/j.saa.2022.121458,Elsevier,Spectrochimica Acta Part A Molecular and Biomolecular Spectroscopy,closed,FALSE,2022
10.1016/j.saa.2022.121577,Elsevier,Spectrochimica Acta Part A Molecular and Biomolecular Spectroscopy,closed,FALSE,2022
10.1016/j.saa.2022.121931,Elsevier,Spectrochimica Acta Part A Molecular and Biomolecular Spectroscopy,closed,FALSE,2022
10.1016/j.saa.2023.122406,Elsevier,Spectrochimica Acta Part A Molecular and Biomolecular Spectroscopy,closed,FALSE,2023
10.1016/j.saa.2023.123810,Elsevier,Spectrochimica Acta Part A Molecular and Biomolecular Spectroscopy,closed,FALSE,2023
10.1016/j.saa.2024.124960,Elsevier,Spectrochimica Acta Part A Molecular and Biomolecular Spectroscopy,closed,TRUE,2024
10.1016/j.sajb.2022.06.048,Elsevier,South African Journal of Botany,hybrid,FALSE,2022
10.1016/j.sajb.2023.08.018,Elsevier,South African Journal of Botany,closed,FALSE,2023
10.1016/j.sajce.2022.10.005,Elsevier,South African Journal of Chemical Engineering,gold,TRUE,2023
10.1016/j.sajce.2022.11.001,Elsevier,South African Journal of Chemical Engineering,gold,TRUE,2023
10.1016/j.sapharm.2021.06.004,Elsevier,Research in Social and Administrative Pharmacy,hybrid,TRUE,2021
10.1016/j.sapharm.2022.01.004,Elsevier,Research in Social and Administrative Pharmacy,green,TRUE,2022
10.1016/j.sapharm.2024.02.010,Elsevier,Research in Social and Administrative Pharmacy,hybrid,FALSE,2024
10.1016/j.scitotenv.2021.150186,Elsevier,The Science of The Total Environment,bronze,FALSE,2021
10.1016/j.scitotenv.2024.178342,Elsevier,The Science of The Total Environment,closed,FALSE,2025
10.1016/j.scs.2021.102791,Elsevier,Sustainable Cities and Society,green,TRUE,2021
10.1016/j.sctalk.2023.100141,Elsevier,Science Talks,gold,TRUE,2023
10.1016/j.semcancer.2022.08.008,Elsevier,Seminars in Cancer Biology,hybrid,TRUE,2022
10.1016/j.seppur.2020.117871,Elsevier,Separation and Purification Technology,closed,TRUE,2021
10.1016/j.seppur.2021.118776,Elsevier,Separation and Purification Technology,closed,TRUE,2021
10.1016/j.seppur.2024.131403,Elsevier,Separation and Purification Technology,closed,TRUE,2025
10.1016/j.seps.2023.101544,Elsevier,Socio-Economic Planning Sciences,closed,FALSE,2023
10.1016/j.seps.2023.101661,Elsevier,Socio-Economic Planning Sciences,bronze,FALSE,2023
10.1016/j.seps.2024.101951,Elsevier,Socio-Economic Planning Sciences,closed,FALSE,2024
10.1016/j.simpat.2021.102470,Elsevier,Simulation Modelling Practice and Theory,closed,TRUE,2022
10.1016/j.simpat.2024.103027,Elsevier,Simulation Modelling Practice and Theory,hybrid,TRUE,2025
10.1016/j.socscimed.2023.116098,Elsevier,Social Science & Medicine,hybrid,FALSE,2023
10.1016/j.soilbio.2022.108708,Elsevier,Soil Biology and Biochemistry,hybrid,FALSE,2022
10.1016/j.soildyn.2023.108268,Elsevier,Soil Dynamics and Earthquake Engineering,hybrid,TRUE,2024
10.1016/j.spc.2022.01.002,Elsevier,Sustainable Production and Consumption,hybrid,TRUE,2022
10.1016/j.ssaho.2023.100590,Elsevier,Social Sciences & Humanities Open,gold,TRUE,2023
10.1016/j.ssmqr.2024.100462,Elsevier,SSM - Qualitative Research in Health,gold,FALSE,2024
10.1016/j.susmat.2022.e00424,Elsevier,Sustainable Materials and Technologies,hybrid,TRUE,2022
10.1016/j.tate.2021.103343,Elsevier,Teaching and Teacher Education,hybrid,FALSE,2021
10.1016/j.tate.2021.103434,Elsevier,Teaching and Teacher Education,hybrid,FALSE,2021
10.1016/j.tate.2022.103825,Elsevier,Teaching and Teacher Education,hybrid,FALSE,2022
10.1016/j.tate.2024.104695,Elsevier,Teaching and Teacher Education,hybrid,FALSE,2024
10.1016/j.tcb.2023.03.004,Elsevier,Trends in Cell Biology,hybrid,TRUE,2023
10.1016/j.tcs.2020.09.028,Elsevier,Theoretical Computer Science,bronze,TRUE,2021
10.1016/j.tcs.2022.03.018,Elsevier,Theoretical Computer Science,closed,FALSE,2022
10.1016/j.tcs.2023.113975,Elsevier,Theoretical Computer Science,hybrid,TRUE,2023
10.1016/j.techfore.2020.120407,Elsevier,Technological Forecasting and Social Change,closed,TRUE,2021
10.1016/j.techfore.2020.120531,Elsevier,Technological Forecasting and Social Change,green,FALSE,2021
10.1016/j.techfore.2021.120607,Elsevier,Technological Forecasting and Social Change,closed,TRUE,2021
10.1016/j.techfore.2021.120872,Elsevier,Technological Forecasting and Social Change,green,TRUE,2021
10.1016/j.techfore.2021.120880,Elsevier,Technological Forecasting and Social Change,green,TRUE,2021
10.1016/j.techfore.2021.120881,Elsevier,Technological Forecasting and Social Change,green,FALSE,2021
10.1016/j.techfore.2022.121771,Elsevier,Technological Forecasting and Social Change,hybrid,FALSE,2022
10.1016/j.techfore.2022.121879,Elsevier,Technological Forecasting and Social Change,hybrid,FALSE,2022
10.1016/j.techfore.2022.122093,Elsevier,Technological Forecasting and Social Change,hybrid,TRUE,2023
10.1016/j.techfore.2022.122306,Elsevier,Technological Forecasting and Social Change,closed,FALSE,2023
10.1016/j.techfore.2023.122577,Elsevier,Technological Forecasting and Social Change,closed,FALSE,2023
10.1016/j.techfore.2023.122824,Elsevier,Technological Forecasting and Social Change,hybrid,TRUE,2023
10.1016/j.techfore.2023.122919,Elsevier,Technological Forecasting and Social Change,hybrid,FALSE,2023
10.1016/j.techfore.2023.122935,Elsevier,Technological Forecasting and Social Change,hybrid,FALSE,2023
10.1016/j.techfore.2023.122978,Elsevier,Technological Forecasting and Social Change,hybrid,FALSE,2024
10.1016/j.techfore.2023.122982,Elsevier,Technological Forecasting and Social Change,hybrid,FALSE,2024
10.1016/j.techfore.2023.123063,Elsevier,Technological Forecasting and Social Change,closed,FALSE,2024
10.1016/j.techfore.2024.123323,Elsevier,Technological Forecasting and Social Change,hybrid,TRUE,2024
10.1016/j.techfore.2024.123328,Elsevier,Technological Forecasting and Social Change,hybrid,TRUE,2024
10.1016/j.technovation.2023.102749,Elsevier,Technovation,hybrid,FALSE,2023
10.1016/j.technovation.2023.102769,Elsevier,Technovation,hybrid,FALSE,2023
10.1016/j.technovation.2024.102996,Elsevier,Technovation,hybrid,FALSE,2024
10.1016/j.technovation.2025.103185,Elsevier,Technovation,hybrid,TRUE,2025
10.1016/j.telpol.2023.102648,Elsevier,Telecommunications Policy,hybrid,TRUE,2023
10.1016/j.tfp.2024.100586,Elsevier,Trees Forests and People,gold,FALSE,2024
10.1016/j.tfp.2024.100678,Elsevier,Trees Forests and People,gold,FALSE,2024
10.1016/j.tifs.2021.05.041,Elsevier,Trends in Food Science & Technology,closed,FALSE,2021
10.1016/j.tips.2021.04.002,Elsevier,Trends in Pharmacological Sciences,closed,TRUE,2021
10.1016/j.tjfa.2025.100012,Elsevier,Journal of Frailty and Aging,hybrid,FALSE,2025
10.1016/j.tjnut.2024.12.004,Elsevier,Journal of Nutrition,hybrid,FALSE,2024
10.1016/j.tmaid.2021.102095,Elsevier,Travel Medicine and Infectious Disease,hybrid,FALSE,2021
10.1016/j.tmp.2021.100904,Elsevier,Tourism Management Perspectives,closed,FALSE,2021
10.1016/j.tourman.2022.104610,Elsevier,Tourism Management,green,FALSE,2022
10.1016/j.tourman.2024.105034,Elsevier,Tourism Management,closed,FALSE,2025
10.1016/j.trac.2021.116501,Elsevier,TrAC Trends in Analytical Chemistry,closed,FALSE,2022
10.1016/j.tre.2021.102539,Elsevier,Transportation Research Part E Logistics and Transportation Review,hybrid,FALSE,2021
